region,epiweek,year,month,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness,ili
MS,201808,2018,2,4.67,0.21,8.86,2.92,5.12,6.01,3.44,4.44,1.0,1.84,1.8,0.31,0.22,0.53,5.80919
MS,201809,2018,2,3.93,0.17,7.62,2.73,5.2,5.91,3.29,4.44,0.8,1.87,1.88,0.31,0.28,0.56,3.86015
MS,201810,2018,3,3.87,0.12,7.18,2.83,4.7,5.76,3.2,4.39,0.89,1.69,1.68,0.32,0.21,0.49,3.12177
MS,201811,2018,3,3.53,0.13,7.24,2.57,5.0,5.9,3.32,4.43,0.85,1.76,1.85,0.26,0.25,0.52,3.05584
MS,201812,2018,3,3.54,0.13,6.64,2.53,5.03,5.94,3.39,4.5,0.95,1.67,1.84,0.27,0.21,0.6,2.67102
MS,201813,2018,3,3.57,0.11,6.27,2.47,4.65,5.81,3.25,4.5,0.91,1.76,1.66,0.28,0.3,0.52,2.34122
MS,201814,2018,4,3.77,0.1,6.5,2.55,4.97,5.95,3.32,4.55,0.87,1.83,1.75,0.28,0.3,0.54,2.24547
MS,201815,2018,4,3.77,0.12,6.93,2.58,5.05,5.82,3.26,4.55,0.91,1.75,1.81,0.29,0.26,0.57,2.57074
MS,201816,2018,4,3.66,0.1,6.36,2.61,5.07,5.8,3.28,4.86,0.91,1.73,1.77,0.31,0.23,0.53,2.17982
MS,201817,2018,4,3.58,0.14,6.29,2.62,5.08,5.96,3.27,4.78,0.92,1.82,1.79,0.29,0.25,0.56,2.22198
MS,201818,2018,4,3.58,0.13,5.85,2.54,4.92,5.63,3.21,4.6,0.82,1.68,1.8,0.3,0.32,0.57,2.34473
MS,201819,2018,5,3.44,0.1,5.69,2.37,4.93,5.71,3.1,4.62,0.81,1.64,1.85,0.3,0.23,0.58,1.96673
MS,201820,2018,5,3.77,0.16,5.36,2.28,4.94,5.59,3.17,4.69,0.78,2.04,1.75,0.24,0.24,0.55,1.88175
MS,201821,2018,5,3.4,0.13,5.32,2.16,4.94,5.56,3.26,4.86,0.81,1.55,1.79,0.26,0.21,0.53,1.8206
MS,201822,2018,5,3.6,0.13,5.07,2.23,5.13,5.94,3.49,5.11,0.83,1.72,1.9,0.23,0.22,0.52,1.94271
MS,201823,2018,6,3.61,0.11,4.79,2.08,5.26,6.08,3.35,5.15,0.81,1.77,1.93,0.29,0.2,0.54,1.3922
MS,201824,2018,6,3.52,0.12,4.61,2.0,5.33,5.91,3.38,5.17,0.82,1.72,1.97,0.34,0.22,0.55,1.26806
MS,201825,2018,6,3.48,0.09,4.38,2.01,5.4,6.14,3.48,5.05,0.86,1.75,1.91,0.28,0.27,0.58,1.14653
MS,201826,2018,6,3.61,0.11,4.24,2.01,5.67,6.05,3.56,5.26,0.82,1.73,2.14,0.29,0.28,0.58,1.15998
MS,201827,2018,7,3.5,0.09,4.13,1.91,5.43,5.91,3.42,5.33,0.9,1.82,1.95,0.23,0.22,0.53,1.35505
MS,201828,2018,7,3.43,0.06,4.15,1.87,5.88,6.25,3.48,5.59,0.81,1.86,2.1,0.32,0.26,0.54,1.1408
MS,201829,2018,7,3.39,0.13,4.17,1.92,5.6,6.12,3.35,5.47,0.86,1.74,2.01,0.29,0.25,0.58,0.997889
MS,201830,2018,7,3.48,0.1,4.29,1.86,5.75,6.16,3.44,5.71,0.88,1.66,1.96,0.32,0.24,0.62,1.14843
MS,201831,2018,7,3.44,0.1,4.2,1.84,5.46,5.79,3.42,5.41,0.74,1.74,1.9,0.23,0.28,0.53,1.05817
MS,201832,2018,8,3.35,0.05,4.27,1.93,5.25,5.94,3.2,4.88,0.77,1.62,1.85,0.24,0.26,0.54,1.10771
MS,201833,2018,8,3.67,0.11,5.07,2.22,5.2,5.72,3.1,4.91,0.78,1.7,1.97,0.26,0.24,0.57,1.54768
MS,201834,2018,8,4.04,0.14,5.96,2.69,5.26,5.55,3.21,4.99,0.81,1.73,1.9,0.28,0.28,0.6,1.73671
MS,201835,2018,8,4.09,0.13,6.12,2.68,5.11,5.63,3.14,4.7,0.81,1.67,1.77,0.26,0.28,0.56,2.24541
MS,201836,2018,9,3.81,0.11,6.14,2.44,5.09,5.61,3.28,4.79,0.89,1.69,1.71,0.32,0.26,0.56,1.918
MS,201837,2018,9,3.77,0.11,5.89,2.29,5.22,5.92,3.26,4.97,0.91,1.72,1.79,0.26,0.23,0.62,1.71514
MS,201838,2018,9,3.85,0.12,6.02,2.48,5.36,6.11,3.37,4.8,0.94,1.82,1.82,0.3,0.27,0.63,1.819
MS,201839,2018,9,3.79,0.13,6.25,2.4,5.3,5.88,3.48,4.87,0.94,1.72,1.77,0.33,0.25,0.57,2.02545
MS,201840,2018,10,3.96,0.13,6.16,2.5,5.24,6.12,3.45,5.04,0.91,1.7,1.78,0.29,0.26,0.61,1.93019
MS,201841,2018,10,3.89,0.14,6.34,2.56,5.26,5.97,3.49,4.97,0.89,1.76,1.84,0.28,0.25,0.59,1.99827
MS,201842,2018,10,3.86,0.1,6.75,2.54,5.19,6.18,3.41,4.85,0.89,1.74,1.74,0.28,0.24,0.61,2.19066
MS,201843,2018,10,4.35,0.13,7.51,2.7,5.25,6.05,3.45,4.85,0.89,1.78,1.75,0.33,0.25,0.6,2.50883
MS,201844,2018,10,4.29,0.14,7.62,2.88,5.07,5.7,3.47,4.76,0.93,1.66,1.73,0.32,0.31,0.66,2.70222
MS,201845,2018,11,4.19,0.14,7.98,3.04,5.07,5.66,3.37,4.56,0.86,1.75,1.71,0.31,0.21,0.52,2.84541
MS,201846,2018,11,4.36,0.12,9.21,3.16,4.97,5.38,3.49,4.72,0.91,1.67,1.65,0.32,0.29,0.52,3.26548
MS,201847,2018,11,4.54,0.14,9.83,3.33,4.98,5.21,3.71,4.92,0.86,1.81,1.68,0.22,0.24,0.47,3.27512
MS,201848,2018,11,4.5,0.1,9.3,3.2,5.34,5.78,3.54,4.72,0.9,1.8,1.73,0.29,0.25,0.51,3.41987
MS,201849,2018,12,4.34,0.14,9.37,3.08,5.1,5.51,3.46,4.52,0.85,1.78,1.73,0.29,0.31,0.56,3.22215
MS,201850,2018,12,4.42,0.19,9.03,3.21,4.95,5.37,3.63,4.71,0.82,1.74,1.6,0.25,0.26,0.46,3.40722
MS,201851,2018,12,4.41,0.16,9.63,3.35,4.96,5.16,3.77,4.77,0.82,1.75,1.72,0.24,0.23,0.43,4.566
MS,201852,2018,12,4.71,0.14,11.29,3.71,5.36,5.35,4.43,5.26,0.85,1.91,1.74,0.26,0.24,0.45,5.04239
MS,201901,2019,12,4.37,0.17,10.15,3.18,5.92,5.96,4.0,5.21,0.97,2.19,1.91,0.25,0.2,0.5,4.07899
MS,201902,2019,1,4.01,0.14,8.52,2.81,5.61,6.06,4.3,5.34,0.93,1.94,1.81,0.31,0.18,0.56,3.56447
MS,201903,2019,1,4.38,0.14,8.52,2.9,5.38,5.83,3.8,4.8,0.9,1.86,1.85,0.27,0.26,0.53,4.10309
MS,201904,2019,1,5.53,0.24,10.57,3.38,5.65,6.22,3.93,5.06,1.01,1.92,1.86,0.32,0.19,0.53,5.19119
MS,201905,2019,1,6.79,0.33,12.74,3.79,5.57,6.48,4.1,5.09,0.95,1.88,1.87,0.33,0.25,0.54,7.14015
MS,201906,2019,2,7.75,0.39,14.59,4.02,5.71,7.2,4.55,5.56,1.08,1.98,1.95,0.32,0.25,0.56,8.78375
MS,201907,2019,2,7.1,0.36,13.82,3.75,5.67,6.92,4.3,5.17,1.03,1.95,1.93,0.34,0.28,0.61,9.85001
MS,201908,2019,2,6.04,0.28,11.3,3.54,5.64,6.63,4.05,5.01,1.03,2.0,1.9,0.28,0.27,0.57,7.62465
MS,201909,2019,2,5.24,0.22,9.44,3.2,5.65,6.62,3.75,4.83,0.97,1.86,2.12,0.34,0.26,0.62,6.52977
MS,201910,2019,3,4.86,0.19,9.39,3.21,5.35,6.22,3.84,5.0,0.95,1.88,1.91,0.28,0.26,0.56,6.13532
MS,201911,2019,3,4.5,0.17,8.72,3.1,5.69,6.68,3.95,5.19,1.0,1.96,2.05,0.32,0.23,0.61,4.60165
MS,201912,2019,3,4.35,0.14,8.16,2.95,5.49,6.43,3.76,4.97,1.08,1.86,1.9,0.3,0.29,0.6,3.31953
MS,201913,2019,3,4.28,0.18,7.87,2.84,5.3,6.51,3.73,4.87,1.01,1.85,1.9,0.3,0.28,0.61,3.11137
MS,201914,2019,4,4.16,0.17,7.82,2.93,5.46,6.29,3.79,4.96,0.94,1.81,1.97,0.34,0.26,0.63,3.07604
MS,201915,2019,4,4.09,0.18,7.34,2.82,5.23,6.14,3.77,4.98,0.98,1.85,1.95,0.31,0.23,0.6,2.49986
MS,201916,2019,4,4.0,0.15,7.07,2.9,5.28,5.87,3.65,4.77,0.95,1.8,1.84,0.28,0.29,0.59,2.7143
MS,201917,2019,4,4.14,0.19,7.21,2.91,5.45,6.47,3.87,5.05,1.05,1.8,2.01,0.33,0.3,0.63,2.51548
MS,201918,2019,4,4.08,0.14,6.61,2.8,5.42,6.46,3.71,4.97,0.93,1.82,1.91,0.28,0.31,0.59,2.18778
MS,201919,2019,5,3.69,0.15,6.22,2.56,5.25,5.97,3.48,4.84,0.93,1.82,2.01,0.3,0.28,0.5,2.00099
MS,201920,2019,5,3.9,0.12,6.11,2.7,5.37,6.05,3.56,4.75,0.88,1.72,1.96,0.27,0.22,0.53,2.20033
MS,201921,2019,5,3.84,0.15,5.84,2.42,5.31,6.07,3.61,5.14,0.92,1.73,2.05,0.34,0.26,0.51,1.8805
MS,201922,2019,5,4.16,0.12,5.79,2.45,5.59,6.3,3.77,5.39,0.93,1.82,2.04,0.29,0.28,0.61,1.93183
MS,201923,2019,6,3.78,0.15,5.37,2.28,5.57,6.34,3.76,5.32,1.02,1.87,2.21,0.34,0.22,0.55,1.40854
MS,201924,2019,6,3.85,0.1,5.18,2.19,5.77,6.63,3.92,5.45,1.06,1.87,2.15,0.31,0.27,0.56,1.54905
MS,201925,2019,6,3.64,0.07,5.08,2.12,5.91,6.82,3.92,5.65,1.06,1.96,2.25,0.29,0.24,0.6,1.20554
MS,201926,2019,6,3.83,0.14,5.19,2.17,6.02,6.8,3.88,5.64,0.9,1.85,2.24,0.29,0.27,0.64,1.11187
MS,201927,2019,7,3.61,0.12,4.59,2.0,5.59,6.2,3.8,5.92,0.89,1.82,2.16,0.29,0.51,0.54,1.0119
MS,201928,2019,7,3.63,0.12,4.62,1.92,5.91,6.27,3.87,5.92,0.97,2.06,2.16,0.28,0.63,0.53,0.901607
MS,201929,2019,7,3.54,0.1,4.64,1.96,6.1,6.53,3.77,5.59,0.98,1.99,2.28,0.28,0.35,0.63,0.891277
MS,201930,2019,7,3.81,0.15,4.59,2.02,5.81,6.64,3.7,5.32,0.88,1.91,2.22,0.32,0.3,0.65,0.94864
MS,201931,2019,7,3.43,0.12,4.51,1.92,5.73,6.39,3.58,5.22,0.92,1.83,2.16,0.32,0.4,0.58,0.974763
MS,201932,2019,8,3.36,0.13,4.67,1.93,5.67,6.16,3.49,5.09,0.86,1.79,2.06,0.25,0.32,0.63,1.11724
MS,201933,2019,8,3.65,0.12,5.08,2.23,5.51,5.92,3.59,5.17,0.87,1.78,1.96,0.26,0.28,0.66,1.11119
MS,201934,2019,8,4.01,0.11,6.06,2.71,5.33,6.02,3.57,5.08,0.99,1.73,1.97,0.3,0.24,0.57,1.58004
MS,201935,2019,8,3.93,0.12,6.44,2.69,5.24,5.7,3.4,4.92,0.99,1.75,1.92,0.26,0.26,0.57,1.80196
MS,201936,2019,9,4.07,0.14,6.79,2.65,5.31,5.98,3.45,5.08,1.02,1.77,1.94,0.28,0.24,0.57,1.88953
MS,201937,2019,9,3.96,0.14,6.42,2.52,5.26,6.28,3.58,5.1,1.04,1.89,2.03,0.29,0.31,0.58,1.92056
MS,201938,2019,9,4.12,0.14,6.52,2.46,5.37,6.42,3.6,5.23,1.02,1.89,2.13,0.33,0.26,0.64,1.81055
MS,201939,2019,9,4.15,0.16,6.68,2.47,5.45,6.46,3.67,5.29,1.09,1.92,2.03,0.38,0.29,0.62,1.85135
MS,201940,2019,9,3.98,0.15,6.61,2.43,5.35,6.39,3.82,5.08,0.99,2.12,2.0,0.41,0.34,0.6,1.93891
MS,201941,2019,10,3.96,0.1,6.91,2.49,5.27,6.17,3.83,5.23,0.99,1.94,1.95,0.44,0.28,0.58,2.03907
MS,201942,2019,10,4.18,0.16,7.31,2.61,5.57,6.24,3.94,5.08,1.1,1.95,2.06,0.27,0.27,0.59,2.07059
MS,201943,2019,10,4.2,0.17,7.8,2.67,5.36,5.9,3.85,4.95,0.99,1.95,1.99,0.33,0.3,0.56,2.96099
MS,201944,2019,10,4.23,0.18,8.46,2.86,5.24,5.86,3.79,4.83,0.97,1.84,1.88,0.33,0.29,0.63,2.62253
MS,201945,2019,11,4.57,0.2,9.49,3.24,5.28,6.05,3.78,5.06,0.98,1.81,1.89,0.33,0.31,0.57,4.07347
MS,201946,2019,11,4.76,0.18,10.17,3.48,5.31,5.74,3.8,4.87,1.0,1.79,1.85,0.3,0.32,0.51,5.02775
MS,201947,2019,11,5.14,0.23,11.16,3.6,5.39,6.19,4.19,5.26,0.98,1.94,1.91,0.32,0.32,0.53,6.063
MS,201948,2019,11,5.06,0.23,11.06,3.45,5.42,5.9,4.27,5.09,1.01,1.88,2.02,0.24,0.26,0.47,7.3034
MS,201949,2019,12,4.78,0.2,10.37,3.25,5.48,6.11,4.1,5.0,0.99,1.89,1.97,0.3,0.57,0.54,5.20234
MS,201950,2019,12,4.83,0.23,10.03,3.08,5.18,5.85,3.77,4.62,0.93,1.86,1.97,0.29,0.41,0.53,5.79212
MS,201951,2019,12,5.4,0.24,11.05,3.31,5.07,5.67,3.9,4.55,0.86,1.79,1.79,0.26,0.3,0.48,7.16889
MS,201952,2019,12,6.56,0.29,14.61,4.0,5.72,6.11,4.68,5.22,1.05,2.0,1.91,0.27,0.23,0.47,8.43441
MS,202001,2020,12,5.48,0.22,12.96,3.5,6.25,6.3,4.39,5.22,1.04,2.14,2.21,0.28,0.24,0.55,6.40639
MS,202002,2020,1,4.89,0.2,9.92,2.96,5.84,6.42,3.74,4.74,1.05,2.04,2.01,0.31,0.29,0.52,4.85695
MS,202003,2020,1,5.15,0.22,9.09,2.78,5.84,6.37,3.76,4.76,1.05,2.02,2.05,0.31,0.3,0.55,5.1818
MS,202004,2020,1,5.57,0.27,10.54,3.16,6.88,6.49,3.93,4.96,1.02,1.98,2.04,0.36,0.26,0.62,5.80814
MS,202005,2020,1,6.37,0.3,11.74,3.65,5.75,6.63,3.97,5.05,1.06,2.02,1.96,0.34,0.32,0.55,6.96873
MS,202006,2020,2,6.24,0.34,11.98,3.82,5.67,6.56,5.86,6.62,1.11,2.01,2.01,0.28,0.3,0.61,6.83419
MS,202007,2020,2,5.71,0.28,11.1,3.47,5.5,6.35,4.15,5.17,1.1,1.99,1.99,0.31,0.28,0.54,6.29736
MS,202008,2020,2,5.68,0.27,10.85,3.5,5.74,6.57,3.93,4.87,1.09,2.01,2.08,0.35,0.28,0.65,5.65263
MS,202009,2020,2,5.89,0.23,11.13,3.62,5.57,6.3,3.96,4.96,1.07,1.93,2.05,0.3,0.3,0.64,5.86837
MS,202010,2020,3,5.73,0.23,11.39,3.58,5.26,6.17,3.89,4.71,1.1,1.98,1.94,0.42,0.27,0.6,5.21506
MS,202011,2020,3,10.53,0.45,16.38,4.12,5.24,6.46,3.85,5.42,1.48,2.04,1.89,0.32,0.24,0.62,5.49606
MS,202012,2020,3,18.05,1.03,16.68,5.33,5.94,5.53,3.54,5.52,2.31,2.54,1.71,0.25,0.23,0.53,5.85904
MS,202013,2020,3,12.75,0.94,12.31,3.85,6.26,5.74,3.41,4.99,2.38,2.71,1.76,0.3,0.23,0.56,4.70052
MS,202014,2020,3,10.61,0.73,10.55,3.34,6.07,5.73,3.3,4.76,1.92,2.65,1.84,0.26,0.2,0.59,4.09708
MS,202015,2020,4,8.17,0.58,8.25,2.77,6.06,5.4,3.25,4.69,1.62,2.54,1.84,0.35,0.22,0.51,3.12139
MS,202016,2020,4,6.21,0.42,6.33,2.02,5.63,5.35,3.05,4.3,1.36,2.15,1.82,0.35,0.2,0.53,2.5065
MS,202017,2020,4,5.64,0.37,5.6,1.91,5.6,5.54,3.18,4.47,1.28,2.08,1.8,0.31,0.2,0.56,2.60903
MS,202018,2020,4,5.46,0.34,5.3,1.8,5.57,5.59,3.27,4.46,1.21,2.06,1.8,0.32,0.22,0.46,1.6141
MS,202019,2020,5,6.74,0.29,5.02,1.72,5.26,5.44,3.07,4.26,1.04,1.85,1.78,0.3,0.2,0.49,1.5586
MS,202020,2020,5,7.32,0.29,4.79,1.7,5.48,5.71,3.27,4.48,1.09,1.9,1.85,0.31,0.22,0.5,1.33956
MS,202021,2020,5,5.58,0.29,4.52,1.79,5.64,5.61,3.28,4.62,1.06,1.93,1.93,0.3,0.2,0.52,1.18563
MS,202022,2020,5,4.9,0.29,4.45,1.65,5.45,5.61,3.38,4.67,1.07,2.05,1.92,0.3,0.23,0.56,1.52781
MS,202023,2020,6,4.66,0.29,4.25,1.66,5.49,5.63,3.14,4.52,1.01,1.91,1.95,0.3,0.23,0.55,0.970874
MS,202024,2020,6,4.78,0.29,4.44,1.76,5.56,6.01,3.43,4.83,1.08,2.04,2.06,0.28,0.22,0.63,1.08153
MS,202025,2020,6,5.11,0.34,5.83,1.92,5.67,6.27,3.54,4.94,1.09,2.04,2.13,0.29,0.26,0.59,1.58215
MS,202026,2020,6,5.81,0.36,9.44,2.06,5.85,6.36,3.45,5.29,1.08,2.09,2.17,0.28,0.25,0.65,1.7632
MS,202027,2020,6,6.15,0.46,6.28,2.23,5.78,6.21,3.45,5.16,1.12,2.16,2.22,0.28,0.22,0.61,1.29798
MS,202028,2020,7,6.96,0.53,6.49,2.44,6.08,6.42,3.7,5.19,1.27,2.3,2.25,0.33,0.26,0.64,1.81535
MS,202029,2020,7,6.92,0.5,6.47,2.38,6.08,6.37,3.56,5.23,1.27,2.27,2.27,0.29,0.25,0.67,1.66339
MS,202030,2020,7,6.23,0.42,6.18,2.29,6.14,6.47,3.5,5.23,1.16,2.19,2.13,0.28,0.27,0.63,1.76221
MS,202031,2020,7,6.15,0.44,5.75,2.2,6.02,6.05,3.44,5.21,1.09,2.21,2.11,0.3,0.27,0.6,1.86114
MS,202032,2020,8,5.78,0.38,5.56,2.1,5.83,6.14,3.29,5.25,1.09,2.15,2.08,0.34,0.27,0.61,1.75844
MS,202033,2020,8,5.32,0.32,5.21,2.09,5.53,6.03,3.3,5.0,1.03,1.96,2.0,0.3,0.21,0.63,1.8112
MS,202034,2020,8,5.11,0.34,5.12,2.01,5.28,5.85,3.12,4.67,0.99,1.87,1.92,0.3,0.22,0.64,1.60384
MS,202035,2020,8,4.84,0.32,4.85,2.06,5.31,5.93,3.18,4.58,0.97,1.85,1.94,0.31,0.24,0.63,1.50532
MS,202036,2020,8,4.63,0.27,4.75,2.04,5.42,6.2,3.33,4.73,1.0,1.99,2.01,0.35,0.29,0.65,1.44818
MS,202037,2020,9,4.58,0.28,4.96,2.04,5.31,6.15,3.23,4.88,1.03,1.95,2.09,0.42,0.22,0.63,1.47798
MS,202038,2020,9,4.44,0.24,4.83,1.95,5.24,6.03,3.16,4.68,0.99,1.88,1.94,0.39,0.23,0.62,1.66271
MS,202039,2020,9,4.42,0.26,5.11,2.03,5.19,6.23,3.2,4.64,1.08,1.85,1.91,0.37,0.29,0.65,1.53597
MS,202040,2020,9,4.46,0.29,5.3,2.07,5.0,6.12,3.3,4.43,1.03,2.14,1.87,0.37,0.25,0.61,1.49199
MS,202041,2020,10,4.54,0.29,5.56,2.19,5.11,6.02,3.22,4.39,1.09,1.87,1.9,0.35,0.28,0.66,1.61569
MS,202042,2020,10,4.47,0.26,5.41,2.1,5.46,6.07,3.31,4.62,1.01,1.88,1.97,0.35,0.29,0.69,1.55168
MS,202043,2020,10,4.53,0.29,5.54,2.11,5.4,6.26,3.24,4.66,1.06,1.89,2.11,0.37,0.28,0.68,1.90305
MS,202044,2020,10,4.17,0.24,5.57,2.03,5.26,5.94,3.24,4.37,0.94,1.86,1.89,0.34,0.27,0.61,1.48703
MS,202045,2020,11,4.24,0.26,5.61,2.14,5.1,5.66,3.27,4.14,0.97,1.68,1.88,0.41,0.28,0.6,1.87102
MS,202046,2020,11,4.81,0.27,6.21,2.28,5.62,6.33,3.36,4.48,1.03,1.84,1.94,0.35,0.25,0.66,1.87213
MS,202047,2020,11,5.11,0.32,6.89,2.46,5.41,5.93,3.3,4.49,1.03,1.89,1.92,0.32,0.27,0.62,2.39543
MS,202048,2020,11,4.86,0.31,6.87,2.48,5.34,5.46,3.53,4.46,0.96,1.99,1.89,0.27,0.25,0.53,1.83196
MS,202049,2020,11,5.11,0.33,6.75,2.38,5.57,5.84,3.4,4.36,1.03,1.95,1.92,0.32,0.3,0.53,2.33068
MS,202050,2020,12,5.23,0.34,6.85,2.36,5.48,5.78,3.4,4.41,1.06,1.96,1.95,0.32,0.28,0.63,2.60094
MS,202051,2020,12,5.08,0.33,7.0,2.38,5.37,5.45,3.37,4.4,1.03,2.03,1.87,0.28,0.23,0.62,2.72123
MS,202052,2020,12,5.07,0.34,7.28,2.65,5.55,5.33,3.74,4.49,0.94,2.05,1.99,0.24,0.19,0.52,3.39677
MS,202053,2020,12,5.35,0.35,7.99,2.58,6.17,5.95,3.98,4.96,1.1,2.29,2.48,0.26,0.24,0.61,2.49385
MS,202101,2021,1,4.82,0.34,6.71,2.27,5.68,5.81,3.56,4.55,1.01,2.02,1.98,0.28,0.22,0.59,2.53282
MS,202102,2021,1,4.58,0.28,6.24,2.13,5.5,5.85,3.41,4.45,1.04,1.99,1.87,0.28,0.23,0.61,2.09924
MS,202103,2021,1,4.76,0.26,6.25,2.28,5.81,6.05,3.69,4.71,1.09,2.07,2.07,0.36,0.25,0.62,1.48291
MS,202104,2021,1,4.95,0.28,6.12,2.27,5.74,6.19,3.76,4.83,1.1,2.06,2.15,0.33,0.26,0.59,2.47898
MS,202105,2021,2,4.62,0.28,6.12,2.41,5.6,6.12,3.65,4.76,1.12,2.06,2.01,0.28,0.29,0.59,2.05558
MS,202106,2021,2,4.47,0.23,5.95,2.47,5.39,5.87,3.59,4.71,1.07,1.96,1.99,0.33,0.27,0.57,1.43172
MS,202107,2021,2,3.85,0.14,5.69,2.12,5.62,5.37,3.61,4.42,0.95,2.03,1.87,0.32,0.27,0.54,1.71947
MS,202108,2021,2,3.94,0.17,5.23,1.97,5.63,6.57,3.74,4.72,1.07,1.95,2.07,0.34,0.26,0.64,1.54266
MS,202109,2021,3,3.68,0.17,5.03,2.01,5.29,6.09,3.6,4.69,1.01,1.78,1.91,0.33,0.27,0.64,1.71422
MS,202110,2021,3,3.9,0.2,5.17,2.19,5.18,5.93,3.72,4.8,1.01,1.75,1.95,0.36,0.27,0.6,1.54578
MS,202111,2021,3,3.49,0.17,5.04,2.0,4.92,5.69,3.75,4.71,0.95,1.72,1.91,0.3,0.25,0.52,1.50879
MS,202112,2021,3,3.78,0.17,5.23,2.19,4.92,5.9,3.77,4.84,1.03,1.78,1.95,0.32,0.27,0.58,1.51365
MS,202113,2021,3,3.87,0.2,5.39,2.25,5.03,5.94,3.79,4.82,0.96,1.69,1.91,0.34,0.29,0.62,0.693963
MS,202114,2021,4,4.08,0.22,5.75,2.43,5.15,6.12,3.84,5.09,0.99,1.73,2.0,0.31,0.29,0.66,1.45573
MS,202115,2021,4,4.21,0.21,6.04,2.54,5.26,6.11,4.0,5.12,1.02,1.86,2.01,0.33,0.29,0.64,1.5064
MT,201734,2017,8,3.07,0.18,3.29,1.63,4.06,4.76,2.77,4.59,0.6,1.27,1.89,0.17,0.13,0.49,0
MT,201735,2017,8,2.96,0.09,3.62,1.49,3.78,4.8,2.75,4.61,0.65,1.18,1.56,0.23,0.26,0.48,0
MT,201736,2017,9,2.91,0.12,4.24,1.75,3.84,4.72,3.12,4.29,0.66,1.16,1.53,0.29,0.24,0.5,0
MT,201737,2017,9,3.35,0.0,4.95,2.14,4.02,5.03,2.88,4.63,0.75,1.23,1.47,0.24,0.18,0.46,0
MT,201738,2017,9,3.63,0.2,5.97,2.43,4.3,5.03,3.03,4.43,0.7,1.4,1.67,0.31,0.18,0.4,0
MT,201739,2017,9,3.73,0.0,6.2,2.54,4.44,5.24,3.11,4.57,0.71,1.22,1.7,0.23,0.19,0.41,0
MT,201740,2017,10,3.4,0.12,6.09,2.23,4.29,4.94,2.92,4.24,0.7,1.25,1.58,0.21,0.31,0.38,0.165792
MT,201741,2017,10,3.52,0.15,6.03,2.33,4.49,5.38,3.19,4.52,0.87,1.4,1.52,0.15,0.19,0.4,0.0620732
MT,201742,2017,10,3.59,0.13,5.82,2.36,4.57,5.39,3.57,4.81,0.79,1.39,1.73,0.28,0.23,0.5,0.0586166
MT,201743,2017,10,3.4,0.0,5.56,2.23,4.46,5.3,3.38,4.99,0.79,1.4,1.61,0.28,0.28,0.46,0.0565451
MT,201744,2017,10,3.67,0.11,5.88,2.19,4.27,4.88,3.57,4.59,0.74,1.4,1.61,0.31,0.28,0.53,0.194121
MT,201745,2017,11,3.75,0.11,6.15,2.33,4.67,5.11,3.22,4.51,0.74,1.41,1.63,0.23,0.29,0.41,0.128164
MT,201746,2017,11,3.95,0.14,6.22,2.4,4.99,5.28,3.46,4.64,0.79,1.41,1.76,0.24,0.25,0.44,0.108196
MT,201747,2017,11,4.17,0.2,6.86,2.64,4.42,4.58,3.52,5.05,0.65,1.38,1.64,0.17,0.21,0.5,0.231481
MT,201748,2017,11,4.26,0.08,6.52,2.73,4.92,5.22,3.58,5.21,0.73,1.3,1.66,0.29,0.15,0.4,0.0948767
MT,201749,2017,12,3.98,0.12,6.76,2.71,4.63,4.86,3.73,4.89,0.73,1.32,1.6,0.3,0.24,0.46,0.105988
MT,201750,2017,12,4.15,0.15,6.98,2.75,4.39,4.82,4.64,5.78,0.47,1.39,1.65,0.22,0.25,0.38,0.0831716
MT,201751,2017,12,4.28,0.1,7.78,2.96,4.25,4.37,4.14,5.34,0.59,1.34,1.55,0.16,0.13,0.3,0.0637146
MT,201752,2017,12,5.08,0.0,9.37,3.09,4.48,4.55,4.06,5.22,0.66,1.54,1.61,0.2,0.12,0.32,0.176991
MT,201801,2018,1,4.83,0.16,8.92,2.87,5.2,5.25,3.69,5.29,0.66,1.61,1.85,0.32,0.17,0.38,0.118906
MT,201802,2018,1,4.98,0.21,8.31,2.74,4.8,5.65,3.4,5.06,0.72,1.55,1.88,0.23,0.21,0.35,0.636364
MT,201803,2018,1,5.61,0.25,9.27,2.72,4.99,5.69,3.56,5.05,0.76,1.47,1.84,0.21,0.11,0.37,0.538827
MT,201804,2018,1,6.35,0.23,10.72,2.83,5.0,5.99,3.65,5.02,0.83,1.45,1.84,0.21,0.15,0.47,0.414594
MT,201805,2018,1,7.06,0.27,11.85,2.84,5.06,6.15,3.81,5.27,0.81,1.68,1.79,0.22,0.26,0.45,0.702106
MT,201806,2018,2,6.57,0.27,11.14,3.08,4.87,5.57,3.91,5.37,0.92,1.81,1.86,0.22,0.2,0.43,0.467675
MT,201807,2018,2,5.71,0.21,9.93,2.89,4.77,5.29,3.65,4.8,0.94,1.64,1.79,0.21,0.23,0.41,0.473538
MT,201808,2018,2,6.04,0.28,9.87,2.99,4.86,5.46,3.45,4.75,0.77,1.58,1.87,0.25,0.22,0.47,0.593565
